"ReferenceId","PolicyholderNumber","FirstPartyVehicleNumber","ThirdPartyVehicleNumber","PolicyholderOccupation","LossDate","FirstPolicySubscriptionDate","ClaimCause","ClaimInvolvedCovers","DamageImportance","FirstPartyVehicleType","ConnectionBetweenParties","LossPostCode","PolicyHolderPostCode","PolicyWasSubscribedOnInternet","NumberOfPoliciesOfPolicyholderInAllScope","FpVehicleAgeMonths","EasinessToStage","ClaimWihoutIdentifiedThirdParty","ClaimAmount","LossHour","PolicyHolderAge","NumberOfBodilyInjuries","FirstPartyLiability","Fraud"
4997,666132,886868,NA,"Employee","2019-01-14","2019-01-01","WindscreenDamage","Windscreen","","Car","","","91180",0,1,81,0.5,1,716.38,0,41,0,0,0
4998,687915,916471,NA,"Employee","2019-01-05","2017-11-18","WindscreenDamage","Windscreen","","Car","","","82000",0,1,60,0.5,1,1014.18,0,39,0,0,0
4999,513481,695138,NA,"SelfEmployed","2019-01-05","2017-06-01","WindscreenDamage","Windscreen","","Car","","","33370",0,1,137,0.5,1,359.84,0,38,0,0,0
5000,43181,136371,NA,"Unemployed","2019-01-22","2017-04-22","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","44000","44119",0,7,21,0.25,0,1845.2,7,49,0,0.5,0
5001,331995,500485,NA,"CivilServant","2019-01-22","2017-12-01","WindscreenDamage","Windscreen","","Car","","22400","22400",0,4,192,0.5,1,349.19,0,45,0,0,0
5002,725932,971278,NA,"Employee","2019-01-05","2018-01-01","WindscreenDamage","Windscreen","","Car","","97400","97400",0,1,71,0.5,1,0,0,49,0,0,0
5003,364052,535607,NA,"HeadOfCompany","2019-01-22","2018-02-19","WindscreenDamage","Windscreen","","Car","","2000","2860",0,2,132,0.5,1,0,8,39,0,0,0
5004,138714,130299,NA,"Worker","2019-01-23","2017-04-18","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","33700","33320",0,3,158,0.25,0,559.8,10,45,0,0,0
5005,198095,213455,NA,"Employee","2019-01-23","2018-06-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","24200","24120",0,4,34,0.25,1,130.31,13,31,0,0,0
5006,295721,400427,NA,"Unemployed","2019-01-23","2018-09-28","TheftAttempt","Windscreen Theft","","Car","","33130","16000",0,1,105,0.5,1,0,0,30,0,0,0
5007,672191,893338,NA,"Unemployed","2019-01-23","2017-11-17","WindscreenDamage","ActLiability","","Car","","6270","6690",1,1,152,0.5,1,0,0,59,0,0,0
5008,528386,712638,NA,"Student","2019-01-22","2017-06-25","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","77300","77300",1,1,209,0.25,0,1991,16,21,0,0.5,0
5009,370696,542631,NA,"Retired","2019-01-22","2018-09-16","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","71300","71300",0,3,238,0.25,0,1482,8,76,0,1,0
5010,723624,967511,NA,"SelfEmployed","2019-01-15","2017-12-12","WindscreenDamage","Windscreen","","Car","","68000","68127",0,1,13,0.5,1,721.6,0,34,0,0,0
5011,409633,581071,NA,"Employee","2019-01-22","2019-01-09","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","66530","66530",0,5,139,0.25,0,0,19,32,0,0,0
5012,237060,278516,NA,"CivilServant","2019-01-22","2018-07-28","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","22520","22410",0,2,88,0.25,0,1602.58,8,41,0,0.5,0
5013,277635,358149,NA,"CivilServant","2019-01-22","2018-08-18","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","29200","29850",0,1,48,0.25,0,0,8,32,0,0,0
5014,720773,962415,NA,"Employee","2019-01-24","2017-01-23","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","14340","27300",0,1,137,0.5,1,2267.6,8,34,0,1,0
5015,334861,508741,NA,"Employee","2019-01-23","2019-01-17","WindscreenDamage","Windscreen Theft","","Car","","33300","33300",0,2,177,0.5,1,138.9,0,29,0,0,0
5016,324038,475329,NA,"Employee","2019-01-23","2018-12-31","LossOfControl","MaterialDamages ActLiability","","Car","","24400","24400",0,3,49,0.5,1,2266.16,0,57,0,1,0
5017,204397,223210,NA,"Executive","2019-01-24","2019-01-01","LossOfControl","MaterialDamages ActLiability","","Car","","63200","63200",0,4,43,0.5,1,2308.44,9,38,0,1,0
5018,334310,507772,NA,"Employee","2019-01-22","2019-01-22","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","33550","33550",0,2,256,0.25,0,500,0,23,0,0,0
5019,441757,613863,NA,"Employee","2019-01-22","2017-04-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","95400","92000",0,2,131,0.25,0,3917.93,12,69,0,0,0
5020,618039,821313,NA,"Employee","2019-01-24","2018-09-20","WindscreenDamage","Windscreen ActLiability","","Car","","72170","72000",1,1,213,0.5,1,88.2,9,28,0,0,0
5021,308269,432092,NA,"Employee","2019-01-23","2017-11-23","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","29170","29170",0,5,32,0.25,1,1078.25,0,46,0,0,0
5022,724982,969707,NA,"Retired","2019-01-22","2018-01-21","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","62200","62180",0,2,72,0.25,0,665.89,15,73,0,0,0
5023,564401,755239,NA,"Unemployed","2019-01-22","2018-07-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","71500","71500",1,1,173,0.25,0,1482,10,35,0,1,0
5024,134778,125517,NA,"Employee","2019-01-09","2017-05-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","24260","24260",0,4,181,0.25,0,908.76,0,25,0,0,0
5025,14424,5480,NA,"CivilServant","2019-01-24","2018-01-02","LossOfControl","MaterialDamages ActLiability","","Car","","63200","63200",0,1,120,0.5,1,1658.46,10,54,0,1,0
5026,492778,671305,NA,"Retired","2019-01-21","2018-05-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","34200","34970",1,4,289,0.25,0,1007.73,15,69,0,0.5,0
5027,730388,977664,NA,"Unemployed","2019-01-22","2019-01-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","57000","67250",0,1,195,0.25,0,2345.74,18,44,0,0,0
5028,414996,586234,NA,"Employee","2019-01-13","2018-04-01","","","","Car","","33000","33000",1,1,193,0.25,1,0,0,31,0,0,0
5029,291494,390122,NA,"Worker","2019-01-24","2017-09-02","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22300","22046",0,1,182,0.25,0,1715.65,13,21,0,0,0
5030,697345,928908,NA,"Employee","2019-01-23","2018-12-12","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","93200","93200",1,1,120,0.25,0,1270.72,20,19,0,0,0
5031,59052,508850,NA,"Employee","2019-01-24","2019-01-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33520","33520",0,4,103,0.25,0,4391.38,17,38,0,0,0
5032,698854,930369,NA,"CivilServant","2019-01-25","2018-12-10","TotalTheft","ActLiability Theft","","Car","","13190","13190",1,1,61,0.5,1,0,5,32,0,0,0
5033,690984,921112,NA,"Retired","2019-01-24","2018-12-14","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","51800","51800",0,1,61,0.5,1,4810,NA,63,0,1,0
5034,485214,662965,NA,"Retired","2019-01-03","2018-08-01","WindscreenDamage","Windscreen","","Car","","92160","92160",0,2,37,0.5,1,512.58,0,68,0,0,0
5035,246094,293684,NA,"Unemployed","2019-01-25","2018-06-18","WindscreenDamage","Windscreen ActLiability","","Car","","16400","16400",0,1,109,0.5,1,295.45,10,31,0,0,0
5036,670944,892128,NA,"Executive","2019-01-23","2017-12-04","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","6000","6000",1,1,66,0.25,0,3009.22,18,64,0,0.5,0
5037,400048,886638,NA,"Employee","2019-01-20","2017-03-20","WindscreenDamage","Windscreen","","Car","","7130","7000",0,3,130,0.5,1,1978.84,0,54,0,0,0
5038,176198,180370,NA,"CivilServant","2019-01-23","2018-05-17","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","35750","35160",0,2,32,0.25,0,992.85,12,40,0,1,0
5039,553780,743885,NA,"HeadOfCompany","2019-01-21","2018-07-01","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","32400","32400",0,1,27,0.5,1,22831,22,45,0,0,0
5040,691357,921651,NA,"Employee","2019-01-16","2018-12-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","83330","83330",0,1,104,0.25,0,1482,16,62,0,1,0
5041,619650,823128,NA,"Executive","2019-01-23","2018-09-01","WindscreenDamage","Windscreen","","Car","","91540","91540",1,1,61,0.5,1,565.86,0,42,0,0,0
5042,398767,568837,NA,"Worker","2019-01-24","2017-03-15","AccidentOrCollision","ActLiability","","Car","","71490","71490",0,1,208,0.25,1,0,9,43,0,1,0
5043,77127,202991,NA,"Worker","2019-01-11","2017-03-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","44350","44350",0,6,141,0.25,0,1267.51,10,41,0,0,0
5044,245329,292183,NA,"Worker","2019-01-24","2017-07-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","16340","16330",0,4,150,0.25,0,1585.69,17,38,0,0,0
5045,659989,882119,NA,"Executive","2019-01-12","2017-11-19","LossOfControl","MaterialDamages ActLiability","","Car","","92100","92100",1,2,12,0.5,1,1125.06,0,35,0,0,0
5046,782508,622863,987934,"Employee","2019-01-22","2018-04-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","34500","34500",0,2,195,0.25,0,1313.36,12,45,0,0,0
5047,126948,115462,NA,"Worker","2019-01-26","2017-03-25","LossOfControl","MaterialDamages ActLiability","","Car","","29900","29900",0,1,70,0.5,1,4960.6,0,36,0,1,0
5048,640612,851274,NA,"Student","2019-01-25","2018-10-20","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","60300","51100",1,1,172,0.25,0,1482,12,18,0,1,0
5049,637890,848408,NA,"Employee","2019-01-10","2018-09-22","WindscreenDamage","Windscreen","","Car","","49300","49100",0,2,119,0.5,1,770.13,0,22,0,0,0
5050,292102,391725,NA,"CivilServant","2019-01-26","2017-09-28","AccidentWithUnidentifiedThirdParty","ActLiability Burglary","","Car","","83500","83200",0,2,44,0.25,1,152.27,14,29,0,0,0
5051,164096,163456,NA,"Employee","2019-01-26","2017-04-08","TotalTheft","ActLiability Theft","","Car","","59155","59790",0,6,27,0.5,1,32324,0,46,0,0,0
5052,309429,435069,NA,"Employee","2019-01-26","2018-10-24","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","44390","44390",0,2,37,0.25,0,332.07,12,29,0,0,0
5053,370623,975943,NA,"Employee","2019-01-18","2018-12-19","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","63230","63230",0,3,140,0.25,0,4027.5,0,42,0,0.5,0
5054,492466,671173,NA,"Employee","2019-01-27","2017-04-05","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","69001","69005",1,1,117,0.25,0,1482,18,46,0,1,0
5055,484432,661974,NA,"Employee","2019-01-27","2018-04-18","LossOfControl","ActLiability ThirdParty","","Car","","69001","69003",0,1,218,0.5,1,987.4,20,24,0,1,0
5056,664103,883947,NA,"Employee","2019-01-26","2018-10-16","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","33290","33290",0,1,177,0.25,0,2005.09,12,52,0,1,0
5057,497680,676607,NA,"Employee","2019-01-25","2018-05-12","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","93390","93140",1,1,45,0.25,0,3639.96,12,35,0,0.5,0
5058,546990,734670,NA,"Employee","2019-01-25","2017-06-14","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","75001","92110",0,1,31,0.25,0,1249.35,23,44,0,0,0
5059,527226,711319,NA,"Employee","2019-01-16","2018-06-13","AccidentWithIdentifiedThirdParty","ActLiability ThirdParty","","Car","","21600","21600",1,1,198,0.25,0,2316.11,16,20,0,1,0
5060,515482,NA,NA,"","2019-01-28","2018-06-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","31150","31150",1,5,141,0.25,0,677.86,10,30,0,0,0
5061,334326,507821,NA,"CivilServant","2019-01-26","2018-12-13","TheftAttempt","Accessories ActLiability Theft","","Car","","33300","33700",0,4,40,0.5,1,405.35,15,31,0,0,0
5062,580725,775560,NA,"Employee","2019-01-26","2017-07-19","LossOfControl","MaterialDamages ActLiability","","Caravan","","44390","44390",0,1,76,0.5,1,3916.02,18,60,0,1,0
5063,309023,434112,NA,"Worker","2019-01-28","2018-11-20","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","35300","35133",0,2,31,0.25,0,2515.31,15,34,0,1,0
5064,200843,502106,NA,"Employee","2019-01-27","2017-07-24","LossOfControl","MaterialDamages ActLiability ThirdParty","","Car","","35190","35630",0,5,0,0.5,1,9988.28,7,32,0,1,0
5065,637849,848355,NA,"Executive","2019-01-28","2018-10-25","WindscreenDamage","Windscreen","","Car","","78410","78410",0,1,110,0.5,1,1853.83,0,41,0,0,0
5066,191546,203103,NA,"CivilServant","2019-01-24","2017-07-29","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","56000","56000",0,3,74,0.25,0,345.24,17,18,0,0,0
5067,378993,550599,NA,"Employee","2019-01-28","2018-03-12","TheftAttempt","ActLiability Theft","","Car","","33300","33880",1,2,115,0.5,1,1288.73,1,32,0,0,0
5068,231609,277867,NA,"Employee","2019-01-25","2018-01-01","Vandalism","MaterialDamages ActLiability Burglary","","Car","","35350","35350",0,4,64,0.5,1,475.7,9,35,0,0,0
5069,444583,617314,NA,"Employee","2019-01-29","2018-03-08","WindscreenDamage","Windscreen","","Car","","50560","50120",0,1,73,0.5,1,395.04,0,22,0,0,0
5070,372714,882749,NA,"","2019-01-22","2018-11-11","TheftAttempt","Theft","","Car","","4190","13650",1,2,155,0.5,1,587,0,27,0,0,0
5071,496423,675159,NA,"Student","2019-01-29","2018-05-08","WindscreenDamage","Windscreen","","Car","","68200","68200",1,1,105,0.5,1,325.61,0,28,0,0,0
5072,496423,675159,NA,"Student","2019-01-29","2018-05-08","WindscreenDamage","Windscreen","","Car","","68200","68200",1,1,105,0.5,1,119.98,0,28,0,0,0
5073,398828,778891,NA,"Employee","2019-01-25","2017-03-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","62680","62680",0,2,106,0.25,0,923.51,0,28,0,0,0
5074,307876,430791,NA,"Employee","2019-01-29","2017-11-13","AccidentOrCollision","MaterialDamages ActLiability","","Car","","35000","35000",0,3,160,0.25,1,0,12,34,0,0,0
5075,83789,389368,988246,"CivilServant","2019-01-29","2017-10-13","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22100","22100",0,4,233,0.25,0,1482,17,36,0,1,0
5076,14246,478677,NA,"Employee","2019-01-23","2017-01-01","WindscreenDamage","Windscreen","","Car","","","15130",0,6,99,0.5,1,260.41,0,29,0,0,0
5077,371936,746574,NA,"Employee","2019-01-17","2018-07-24","WindscreenDamage","Windscreen","","Car","","","33150",0,6,141,0.5,1,951.12,0,47,0,0,0
5078,616130,819270,NA,"Executive","2019-01-22","2017-08-24","WindscreenDamage","Windscreen","","Car","","27120","27600",1,4,153,0.5,1,507.91,0,32,0,1,0
5079,635070,844302,NA,"Employee","2019-01-26","2017-10-01","WindscreenDamage","Windscreen","","Car","","","80470",0,1,16,0.5,1,119.98,0,60,0,0,0
5080,690630,920608,NA,"SelfEmployed","2019-01-21","2018-11-15","WindscreenDamage","Windscreen","","Car","","","6800",0,2,2,0.5,1,101.17,0,26,0,0,0
5081,364665,660495,NA,"Retired","2019-01-23","2018-01-16","WindscreenDamage","Windscreen","","Caravan","","","17180",0,2,88,0.5,1,119.98,0,66,0,0,0
5082,123635,110951,NA,"Employee","2019-01-19","2018-03-28","WindscreenDamage","Windscreen","","Car","","","56660",0,1,100,0.5,1,90,0,28,0,0,0
5083,549805,738581,NA,"Retired","2019-01-16","2018-06-01","WindscreenDamage","Windscreen","","Car","","","22470",0,1,73,0.5,1,377.12,0,63,0,0,0
5084,399100,471873,NA,"Employee","2019-01-21","2017-02-17","WindscreenDamage","Windscreen","","Caravan","","","33820",0,2,320,0.5,1,236.52,0,47,0,0,0
5085,237162,278707,NA,"Employee","2019-01-29","2018-08-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","35500","35500",0,2,139,0.25,0,4205,19,54,0,1,0
5086,730587,977835,NA,"Employee","2019-01-12","2019-01-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33210","33340",0,2,61,0.25,0,281.99,19,29,0,0,0
5087,449419,623027,NA,"Employee","2019-01-22","2018-03-30","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","97410","97432",0,1,56,0.25,0,2690.39,18,45,0,1,0
5088,307899,430862,NA,"CivilServant","2019-01-28","2017-11-25","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","35850","35850",0,3,86,0.25,0,2351.28,10,39,0,1,0
5089,529676,714022,NA,"CivilServant","2019-01-29","2018-06-02","WindscreenDamage","Windscreen","","Car","","11100","11100",1,2,136,0.5,1,509.14,0,52,0,0,0
5090,834104,978597,NA,"Employee","2019-01-25","2018-12-01","LossOfControl","MaterialDamages ActLiability","","Car","","18110","18510",0,4,208,0.5,1,844.73,9,32,0,1,0
5091,130500,120249,NA,"Farmer","2019-01-30","2017-02-01","","","","Car","","29250","29250",0,4,103,0.25,1,0,0,53,0,0,0
5092,130500,120249,NA,"Farmer","2019-01-25","2017-02-01","TheftOfExteriorElements","ActLiability Theft","","Car","","29250","29250",0,4,102,0.5,1,0,NA,53,0,0,0
5093,234849,274540,NA,"CivilServant","2019-01-29","2018-06-21","MultiVehicleCrash","MaterialDamages ActLiability ThirdParty","","Car","","35340","35340",0,2,58,0.15,0,11661.15,18,52,0,1,0
5094,635425,844840,NA,"HeadOfCompany","2019-01-29","2018-09-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","49000","67000",0,1,4,0.25,1,1280,12,29,0,0,0
5095,440920,698117,NA,"Employee","2019-01-30","2017-04-17","LossOfControl","MaterialDamages ActLiability","","Car","","76360","76360",0,2,82,0.5,1,3873.7,9,29,0,1,0
5096,612809,740350,NA,"Employee","2019-01-27","2018-04-10","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","77340","77340",0,5,108,0.25,0,2570.21,15,32,0,0,0
5097,730587,977835,NA,"Employee","2019-01-29","2019-01-01","Storm","ActLiability NaturalCatastrophes","","Car","","33340","33340",0,2,61,0.25,1,1607.99,20,29,0,0,0
5098,446173,NA,NA,"CivilServant","2019-01-30","2018-04-22","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","45110","45100",1,1,94,0.25,0,3079.32,13,27,0,1,0
5099,691839,922332,NA,"Farmer","2019-01-06","2018-11-20","WindscreenDamage","Windscreen","","Car","","66170","66170",0,2,6,0.5,1,561.68,0,50,0,0,0
5100,550779,919065,NA,"Employee","2019-01-29","2018-07-06","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","","Car","","87110","87110",0,4,69,0.25,0,5861.13,9,54,0,1,0
5101,401704,572286,NA,"","2019-01-31","2018-03-17","WindscreenDamage","Windscreen","","Car","","78210","76000",1,1,72,0.5,1,69,0,26,0,0,0
5102,485282,663040,NA,"Retired","2019-01-29","2018-05-27","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","76300","76300",0,2,163,0.25,0,5304,12,65,0,1,0
5103,165842,166136,NA,"Retired","2019-01-31","2018-05-10","WindscreenDamage","Windscreen","","Car","","29200","29200",0,4,99,0.5,1,106.75,0,62,0,0,0
5104,309112,190283,NA,"Employee","2019-01-30","2018-10-13","Vandalism","MaterialDamages ActLiability","","Car","","35136","35136",0,1,133,0.5,1,0,8,34,0,0,0
5105,442821,615154,NA,"Retired","2019-01-23","2017-04-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","86100","86100",0,4,143,0.25,0,710.05,16,77,0,0,0
5106,690725,920755,NA,"Retired","2019-01-25","2018-12-13","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","10600","10600",0,1,96,0.25,0,1737.28,12,71,0,0,0
5107,728956,977036,NA,"Employee","2019-01-22","2019-01-22","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","84000","84000",0,2,91,0.25,0,741,11,40,0,0.5,0
5108,440995,612902,NA,"HeadOfCompany","2019-01-31","2017-03-16","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","33000","33210",0,1,101,0.25,0,2209.38,13,53,0,1,0
5109,191390,202839,NA,"Retired","2019-01-10","2018-05-04","WindscreenDamage","Windscreen","","Car","","29000","29000",0,3,21,0.5,1,119.98,11,24,0,0,0
5110,269499,339983,NA,"Employee","2019-01-31","2018-10-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","63430","63430",0,2,180,0.25,1,805.03,18,49,0,0,0
5111,235131,277965,NA,"Employee","2019-01-31","2018-06-22","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22390","22390",0,5,138,0.25,0,1482,12,58,0,1,0
5112,235131,277965,NA,"Employee","2019-01-29","2018-06-22","","","","Car","","22390","22390",0,5,138,0.25,1,0,0,58,0,0,0
5113,79202,62119,NA,"HeadOfCompany","2019-01-21","2018-02-03","WindscreenDamage","Windscreen","","Car","","35270","35270",0,2,139,0.5,1,1297.97,0,40,0,0,0
5114,446311,619342,NA,"Retired","2019-02-01","2018-03-15","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","68260","68110",0,2,0,0.25,1,0,11,64,0,0,0
5115,485973,663950,NA,"Employee","2019-01-23","2018-04-28","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","74100","74100",0,1,33,0.25,0,3631.65,6,37,0,0.5,0
5116,61056,299376,NA,"Worker","2019-02-01","2017-01-01","WindscreenDamage","Windscreen","","Car","","63000","63870",0,8,14,0.5,1,421.15,9,32,0,0,0
